0.337379,0.470910,0.528910,0.450423,0.371920,0.453009,0.407200,0.383090,0.415000,0.388705,0.345707,0.366291,0.300527,0.383953,0.314745,0.319190,0
0.365896,0.398528,0.273621,0.469281,0.379162,0.374480,0.319359,0.378758,0.342820,0.329444,0.289512,0.431062,0.291333,0.269015,0.296755,0.381984,0
0.261900,0.476108,0.389002,0.288242,0.438305,0.470348,0.370435,0.302218,0.438548,0.419271,0.415334,0.469678,0.395723,0.384068,0.435852,0.412508,0
0.347969,0.312287,0.290141,0.418611,0.372235,0.399773,0.372126,0.376122,0.364798,0.489989,0.386174,0.429225,0.467481,0.196564,0.536110,0.407411,0
0.259330,0.377633,0.346390,0.421314,0.378320,0.416221,0.336773,0.338566,0.455073,0.242491,0.420233,0.319560,0.367033,0.373250,0.406284,0.421223,0
0.448224,0.278267,0.428121,0.454362,0.375531,0.500301,0.473391,0.412130,0.393903,0.331603,0.384124,0.349683,0.615958,0.366380,0.441233,0.543869,0
0.310557,0.357231,0.433995,0.371487,0.376009,0.360164,0.296436,0.402076,0.272345,0.274888,0.368691,0.343553,0.456735,0.284224,0.325257,0.313516,0
0.209445,0.396202,0.245771,0.327973,0.359621,0.219867,0.286680,0.359779,0.471039,0.302820,0.416604,0.349491,0.424249,0.360646,0.254032,0.247401,0
0.560215,0.312681,0.246341,0.238550,0.252648,0.303101,0.286573,0.166569,0.266460,0.381422,0.235146,0.340721,0.367891,0.398995,0.305901,0.346869,0
0.489913,0.510234,0.338846,0.529839,0.305466,0.334521,0.467024,0.521963,0.395663,0.480622,0.491468,0.432609,0.341367,0.433376,0.361915,0.393526,0
0.480318,0.410616,0.414926,0.387392,0.386733,0.322278,0.380685,0.416986,0.351169,0.302337,0.376994,0.333748,0.422602,0.331269,0.395388,0.291144,0
0.360460,0.495956,0.540934,0.421817,0.392094,0.448635,0.319920,0.487925,0.388537,0.381438,0.462227,0.438418,0.349412,0.450198,0.383898,0.469558,0
0.371178,0.511854,0.356208,0.458720,0.362560,0.300630,0.412519,0.546491,0.423927,0.534328,0.480647,0.496906,0.401216,0.434418,0.493626,0.317307,0
0.436883,0.365225,0.334399,0.360270,0.472745,0.368506,0.463498,0.412126,0.387388,0.388101,0.397375,0.434553,0.297541,0.479893,0.271217,0.465119,0
0.468570,0.480558,0.427567,0.290415,0.354795,0.332117,0.484335,0.412799,0.358036,0.366242,0.320192,0.434830,0.450659,0.325557,0.434169,0.385750,0
0.396594,0.313399,0.293029,0.373682,0.237736,0.283770,0.227769,0.353010,0.278414,0.242500,0.230852,0.285474,0.319038,0.273779,0.340030,0.147432,0
0.518353,0.420083,0.387485,0.540358,0.342507,0.264730,0.313960,0.327912,0.312682,0.325702,0.329507,0.315972,0.314306,0.365113,0.335922,0.471785,0
0.396816,0.484264,0.355946,0.353025,0.479814,0.364446,0.379766,0.324757,0.345113,0.450328,0.301756,0.383488,0.414515,0.248654,0.496720,0.394473,0
0.291563,0.230484,0.270085,0.259590,0.256273,0.173425,0.232439,0.205541,0.156370,0.289236,0.194177,0.312417,0.195137,0.358476,0.210719,0.254187,0
0.476838,0.385167,0.486027,0.511686,0.357085,0.384754,0.329959,0.444488,0.349398,0.396927,0.265491,0.476932,0.291713,0.436355,0.372031,0.438463,0
0.461229,0.527024,0.372731,0.460327,0.422792,0.257776,0.300922,0.312176,0.287434,0.410409,0.469301,0.403874,0.386867,0.441696,0.370180,0.227496,0
0.400156,0.374151,0.290521,0.428602,0.306621,0.197001,0.318691,0.326432,0.463577,0.310399,0.281220,0.398993,0.264070,0.364231,0.259546,0.372090,0
0.304774,0.438882,0.278311,0.333161,0.360296,0.347380,0.399972,0.362525,0.423957,0.325918,0.411254,0.365374,0.306807,0.396036,0.491423,0.507251,0
0.455673,0.464200,0.363435,0.524402,0.236619,0.358846,0.294166,0.402771,0.306775,0.371426,0.409205,0.409146,0.383524,0.560510,0.316069,0.489782,0
0.409015,0.254251,0.257929,0.550745,0.447009,0.359668,0.359869,0.433337,0.350215,0.375906,0.293765,0.422050,0.382147,0.330207,0.421701,0.327876,0
0.365817,0.293786,0.351411,0.304274,0.433069,0.360068,0.229151,0.402544,0.264425,0.433047,0.269808,0.340860,0.338364,0.399658,0.329876,0.456364,0
0.405703,0.363933,0.285745,0.228274,0.363219,0.336724,0.284064,0.285319,0.189304,0.279318,0.267761,0.426089,0.285133,0.291468,0.444572,0.256596,0
0.364899,0.293055,0.335727,0.295248,0.372502,0.344168,0.260683,0.397964,0.370014,0.354394,0.352490,0.365514,0.267787,0.510625,0.310677,0.376515,0
0.469726,0.385598,0.343511,0.315924,0.340637,0.298749,0.404277,0.341709,0.249569,0.368981,0.279331,0.341843,0.387198,0.366378,0.308196,0.514937,0
0.457362,0.385348,0.373182,0.290756,0.299442,0.292346,0.373739,0.264727,0.295523,0.259981,0.289286,0.517339,0.457726,0.326224,0.512627,0.173645,0
0.426635,0.398349,0.431122,0.429639,0.250498,0.413969,0.455758,0.476399,0.384224,0.391151,0.420638,0.323362,0.318534,0.438228,0.430173,0.378546,0
0.450768,0.303710,0.409611,0.239893,0.356455,0.320511,0.300524,0.398451,0.258654,0.319388,0.372149,0.375667,0.394498,0.303188,0.258344,0.312845,0
0.401017,0.429664,0.365424,0.505447,0.400039,0.392941,0.468801,0.415601,0.335141,0.478019,0.506009,0.445739,0.378247,0.399748,0.362723,0.497293,0
0.408204,0.377697,0.343172,0.289835,0.334346,0.319917,0.350558,0.415830,0.337452,0.339991,0.257973,0.448565,0.307424,0.321271,0.363725,0.337313,0
0.394751,0.421267,0.310699,0.320806,0.374362,0.506729,0.306728,0.363298,0.291437,0.395995,0.233929,0.318585,0.338482,0.337749,0.342947,0.345562,0
0.340388,0.356713,0.429506,0.345305,0.236485,0.342922,0.445053,0.225782,0.441139,0.408811,0.274202,0.402391,0.350784,0.262208,0.426303,0.338149,0
0.423632,0.348847,0.341740,0.235828,0.321090,0.341767,0.401503,0.269365,0.251024,0.314700,0.375236,0.333617,0.354477,0.254195,0.297159,0.359359,0
0.424466,0.366447,0.351873,0.398000,0.310821,0.319570,0.469506,0.272110,0.272510,0.280354,0.411417,0.475510,0.305339,0.286914,0.325956,0.368771,0
0.421192,0.489441,0.420645,0.329208,0.532420,0.325919,0.430247,0.326739,0.441922,0.293795,0.419717,0.407066,0.391762,0.385843,0.371643,0.439697,0
0.597377,0.477303,0.447130,0.553760,0.460679,0.526083,0.466679,0.376478,0.457842,0.485548,0.355786,0.551439,0.426622,0.501199,0.537283,0.341008,0
0.441053,0.399994,0.464793,0.375891,0.267873,0.361415,0.379348,0.345009,0.436184,0.387396,0.285991,0.380618,0.321758,0.399724,0.399414,0.245458,0
0.441341,0.351233,0.296754,0.407889,0.269614,0.347546,0.306679,0.257836,0.377222,0.485380,0.218563,0.361484,0.350509,0.353839,0.366837,0.336129,0
